LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),County Name/State Abbreviation,State
CN2115900000000,21,159,2018,"2,788","2,607",181,6.5,Martin County, KY
CN2116100000000,21,161,2018,"7,254","6,854",400,5.5,Mason County, KY
CN2116300000000,21,163,2018,"12,319","11,747",572,4.6,Meade County, KY
CN2116500000000,21,165,2018,"2,340","2,162",178,7.6,Menifee County, KY
CN2116700000000,21,167,2018,"9,871","9,431",440,4.5,Mercer County, KY
CN2116900000000,21,169,2018,"4,201","4,028",173,4.1,Metcalfe County, KY
CN2117100000000,21,171,2018,"4,728","4,532",196,4.1,Monroe County, KY
CN2117300000000,21,173,2018,"11,663","10,967",696,6,Montgomery County, KY
CN2117500000000,21,175,2018,"4,476","4,193",283,6.3,Morgan County, KY
CN2117700000000,21,177,2018,"10,604","9,890",714,6.7,Muhlenberg County, KY
CN2117900000000,21,179,2018,"22,711","21,726",985,4.3,Nelson County, KY
CN2118100000000,21,181,2018,"3,287","3,137",150,4.6,Nicholas County, KY
CN2118300000000,21,183,2018,"9,914","9,348",566,5.7,Ohio County, KY
CN2118500000000,21,185,2018,"33,270","32,176","1,094",3.3,Oldham County, KY
CN2118700000000,21,187,2018,"5,229","4,974",255,4.9,Owen County, KY
CN2118900000000,21,189,2018,"1,171","1,088",83,7.1,Owsley County, KY
CN2119100000000,21,191,2018,"7,058","6,769",289,4.1,Pendleton County, KY
CN2119300000000,21,193,2018,"8,245","7,723",522,6.3,Perry County, KY
CN2119500000000,21,195,2018,"19,933","18,751","1,182",5.9,Pike County, KY
CN2119700000000,21,197,2018,"5,023","4,724",299,6,Powell County, KY
CN2119900000000,21,199,2018,"25,726","24,421","1,305",5.1,Pulaski County, KY
CN2120100000000,21,201,2018,815,775,40,4.9,Robertson County, KY
CN2120300000000,21,203,2018,"6,693","6,363",330,4.9,Rockcastle County, KY
CN2120500000000,21,205,2018,"10,706","10,153",553,5.2,Rowan County, KY
CN2120700000000,21,207,2018,"6,270","5,906",364,5.8,Russell County, KY
CN2120900000000,21,209,2018,"28,607","27,661",946,3.3,Scott County, KY
CN2121100000000,21,211,2018,"24,920","24,052",868,3.5,Shelby County, KY
CN2121300000000,21,213,2018,"8,836","8,493",343,3.9,Simpson County, KY
CN2121500000000,21,215,2018,"10,061","9,694",367,3.6,Spencer County, KY
CN2121700000000,21,217,2018,"12,494","11,959",535,4.3,Taylor County, KY
CN2121900000000,21,219,2018,"5,312","5,100",212,4,Todd County, KY
CN2122100000000,21,221,2018,"6,001","5,717",284,4.7,Trigg County, KY
CN2122300000000,21,223,2018,"3,893","3,726",167,4.3,Trimble County, KY
CN2122500000000,21,225,2018,"6,039","5,739",300,5,Union County, KY
CN2122700000000,21,227,2018,"64,400","62,028","2,372",3.7,Warren County, KY
CN2122900000000,21,229,2018,"6,201","5,969",232,3.7,Washington County, KY
CN2123100000000,21,231,2018,"7,598","7,064",534,7,Wayne County, KY
CN2123300000000,21,233,2018,"5,862","5,616",246,4.2,Webster County, KY
CN2123500000000,21,235,2018,"13,920","13,224",696,5,Whitley County, KY
CN2123700000000,21,237,2018,"1,904","1,758",146,7.7,Wolfe County, KY
CN2123900000000,21,239,2018,"14,793","14,336",457,3.1,Woodford County, KY
CN2200100000000,22,1,2018,"23,952","22,665","1,287",5.4,Acadia Parish, LA
CN2200300000000,22,3,2018,"8,784","8,290",494,5.6,Allen Parish, LA
CN2200500000000,22,5,2018,"62,979","60,370","2,609",4.1,Ascension Parish, LA
CN2200700000000,22,7,2018,"8,941","8,345",596,6.7,Assumption Parish, LA
CN2200900000000,22,9,2018,"15,313","14,437",876,5.7,Avoyelles Parish, LA
CN2201100000000,22,11,2018,"14,542","13,769",773,5.3,Beauregard Parish, LA
CN2201300000000,22,13,2018,"5,670","5,339",331,5.8,Bienville Parish, LA
CN2201500000000,22,15,2018,"57,620","55,156","2,464",4.3,Bossier Parish, LA
CN2201700000000,22,17,2018,"104,778","99,027","5,751",5.5,Caddo Parish, LA
CN2201900000000,22,19,2018,"109,878","105,683","4,195",3.8,Calcasieu Parish, LA
CN2202100000000,22,21,2018,"3,826","3,607",219,5.7,Caldwell Parish, LA
CN2202300000000,22,23,2018,"4,057","3,914",143,3.5,Cameron Parish, LA
CN2202500000000,22,25,2018,"3,381","3,151",230,6.8,Catahoula Parish, LA
CN2202700000000,22,27,2018,"5,779","5,476",303,5.2,Claiborne Parish, LA
CN2202900000000,22,29,2018,"6,956","6,467",489,7,Concordia Parish, LA
CN2203100000000,22,31,2018,"10,754","10,136",618,5.7,De Soto Parish, LA
CN2203300000000,22,33,2018,"232,663","222,618","10,045",4.3,East Baton Rouge Parish, LA
CN2203500000000,22,35,2018,"1,962","1,759",203,10.3,East Carroll Parish, LA
CN2203700000000,22,37,2018,"8,008","7,634",374,4.7,East Feliciana Parish, LA
CN2203900000000,22,39,2018,"12,061","11,364",697,5.8,Evangeline Parish, LA
CN2204100000000,22,41,2018,"7,311","6,790",521,7.1,Franklin Parish, LA
CN2204300000000,22,43,2018,"8,071","7,595",476,5.9,Grant Parish, LA
CN2204500000000,22,45,2018,"28,639","26,964","1,675",5.8,Iberia Parish, LA
CN2204700000000,22,47,2018,"14,190","13,312",878,6.2,Iberville Parish, LA
CN2204900000000,22,49,2018,"6,839","6,524",315,4.6,Jackson Parish, LA
CN2205100000000,22,51,2018,"215,064","205,660","9,404",4.4,Jefferson Parish, LA
CN2205300000000,22,53,2018,"13,510","12,873",637,4.7,Jefferson Davis Parish, LA
CN2205500000000,22,55,2018,"113,337","108,265","5,072",4.5,Lafayette Parish, LA
CN2205700000000,22,57,2018,"41,816","39,835","1,981",4.7,Lafourche Parish, LA
CN2205900000000,22,59,2018,"6,289","6,013",276,4.4,LaSalle Parish, LA
CN2206100000000,22,61,2018,"21,791","20,653","1,138",5.2,Lincoln Parish, LA
CN2206300000000,22,63,2018,"67,916","65,165","2,751",4.1,Livingston Parish, LA
CN2206500000000,22,65,2018,"3,627","3,326",301,8.3,Madison Parish, LA
CN2206700000000,22,67,2018,"10,193","9,360",833,8.2,Morehouse Parish, LA
CN2206900000000,22,69,2018,"16,527","15,566",961,5.8,Natchitoches Parish, LA
CN2207100000000,22,71,2018,"178,845","169,891","8,954",5,Orleans Parish, LA
CN2207300000000,22,73,2018,"70,364","66,703","3,661",5.2,Ouachita Parish, LA
CN2207500000000,22,75,2018,"9,992","9,530",462,4.6,Plaquemines Parish, LA
CN2207700000000,22,77,2018,"9,999","9,463",536,5.4,Pointe Coupee Parish, LA
CN2207900000000,22,79,2018,"55,281","52,346","2,935",5.3,Rapides Parish, LA
CN2208100000000,22,81,2018,"4,033","3,854",179,4.4,Red River Parish, LA
CN2208300000000,22,83,2018,"8,318","7,799",519,6.2,Richland Parish, LA
CN2208500000000,22,85,2018,"9,009","8,542",467,5.2,Sabine Parish, LA
CN2208700000000,22,87,2018,"19,519","18,541",978,5,St. Bernard Parish, LA
CN2208900000000,22,89,2018,"24,916","23,822","1,094",4.4,St. Charles Parish, LA
CN2209100000000,22,91,2018,"4,329","4,045",284,6.6,St. Helena Parish, LA
CN2209300000000,22,93,2018,"9,327","8,751",576,6.2,St. James Parish, LA
CN2209500000000,22,95,2018,"19,641","18,524","1,117",5.7,St. John the Baptist Parish, LA
CN2209700000000,22,97,2018,"31,933","29,941","1,992",6.2,St. Landry Parish, LA
CN2209900000000,22,99,2018,"22,399","21,226","1,173",5.2,St. Martin Parish, LA
CN2210100000000,22,101,2018,"20,103","18,778","1,325",6.6,St. Mary Parish, LA
CN2210300000000,22,103,2018,"117,656","112,728","4,928",4.2,St. Tammany Parish, LA
CN2210500000000,22,105,2018,"54,353","51,374","2,979",5.5,Tangipahoa Parish, LA
CN2210700000000,22,107,2018,"1,460","1,347",113,7.7,Tensas Parish, LA
CN2210900000000,22,109,2018,"46,432","44,109","2,323",5,Terrebonne Parish, LA
CN2211100000000,22,111,2018,"9,153","8,634",519,5.7,Union Parish, LA
CN2211300000000,22,113,2018,"24,196","22,920","1,276",5.3,Vermilion Parish, LA
CN2211500000000,22,115,2018,"16,040","14,983","1,057",6.6,Vernon Parish, LA
CN2211700000000,22,117,2018,"16,835","15,867",968,5.7,Washington Parish, LA
CN2211900000000,22,119,2018,"14,668","13,771",897,6.1,Webster Parish, LA
CN2212100000000,22,121,2018,"13,528","12,927",601,4.4,West Baton Rouge Parish, LA
CN2212300000000,22,123,2018,"3,890","3,532",358,9.2,West Carroll Parish, LA
CN2212500000000,22,125,2018,"5,334","5,122",212,4,West Feliciana Parish, LA
CN2212700000000,22,127,2018,"4,925","4,616",309,6.3,Winn Parish, LA
CN2500100000000,25,1,2018,"116,225","111,251","4,974",4.3,Barnstable County, MA
CN2500300000000,25,3,2018,"66,109","63,440","2,669",4,Berkshire County, MA
CN2500500000000,25,5,2018,"302,918","289,955","12,963",4.3,Bristol County, MA
CN2500700000000,25,7,2018,"9,780","9,331",449,4.6,Dukes County, MA
CN2500900000000,25,9,2018,"429,887","415,184","14,703",3.4,Essex County, MA
CN2501100000000,25,11,2018,"41,365","40,115","1,250",3,Franklin County, MA
CN2501300000000,25,13,2018,"231,265","220,606","10,659",4.6,Hampden County, MA
CN2501500000000,25,15,2018,"91,522","88,754","2,768",3,Hampshire County, MA
CN2501700000000,25,17,2018,"923,768","898,786","24,982",2.7,Middlesex County, MA
CN2501900000000,25,19,2018,"7,526","7,194",332,4.4,Nantucket County/town, MA
CN2502100000000,25,21,2018,"393,159","381,505","11,654",3,Norfolk County, MA
CN2502300000000,25,23,2018,"284,938","274,968","9,970",3.5,Plymouth County, MA
CN2502500000000,25,25,2018,"456,319","442,599","13,720",3,Suffolk County, MA
CN2502700000000,25,27,2018,"450,670","434,714","15,956",3.5,Worcester County, MA
CN2400100000000,24,1,2018,"31,984","30,220","1,764",5.5,Allegany County, MD
CN2400300000000,24,3,2018,"309,603","299,260","10,343",3.3,Anne Arundel County, MD
CN2400500000000,24,5,2018,"450,366","432,164","18,202",4,Baltimore County, MD
CN2400900000000,24,9,2018,"49,121","47,382","1,739",3.5,Calvert County, MD
CN2401100000000,24,11,2018,"18,028","17,340",688,3.8,Caroline County, MD
CN2401300000000,24,13,2018,"94,339","91,277","3,062",3.2,Carroll County, MD
CN2401500000000,24,15,2018,"52,632","50,315","2,317",4.4,Cecil County, MD
CN2401700000000,24,17,2018,"85,104","81,805","3,299",3.9,Charles County, MD
CN2401900000000,24,19,2018,"15,347","14,548",799,5.2,Dorchester County, MD
CN2402100000000,24,21,2018,"130,831","126,233","4,598",3.5,Frederick County, MD
CN2402300000000,24,23,2018,"15,410","14,673",737,4.8,Garrett County, MD
CN2402500000000,24,25,2018,"138,162","133,157","5,005",3.6,Harford County, MD
CN2402700000000,24,27,2018,"183,889","178,360","5,529",3,Howard County, MD
CN2402900000000,24,29,2018,"10,254","9,810",444,4.3,Kent County, MD
CN2403100000000,24,31,2018,"554,989","537,429","17,560",3.2,Montgomery County, MD
CN2403300000000,24,33,2018,"504,423","483,850","20,573",4.1,Prince George's County, MD
CN2403500000000,24,35,2018,"27,379","26,462",917,3.3,Queen Anne's County, MD
CN2403700000000,24,37,2018,"55,295","53,193","2,102",3.8,St. Mary's County, MD
CN2403900000000,24,39,2018,"9,353","8,709",644,6.9,Somerset County, MD
CN2404100000000,24,41,2018,"19,562","18,829",733,3.7,Talbot County, MD
CN2404300000000,24,43,2018,"74,742","71,493","3,249",4.3,Washington County, MD
CN2404500000000,24,45,2018,"51,041","48,365","2,676",5.2,Wicomico County, MD
CN2404700000000,24,47,2018,"25,525","23,475","2,050",8,Worcester County, MD
CN2451000000000,24,510,2018,"289,758","273,304","16,454",5.7,Baltimore city, MD
CN2300100000000,23,1,2018,"55,449","53,621","1,828",3.3,Androscoggin County, ME
CN2300300000000,23,3,2018,"31,085","29,589","1,496",4.8,Aroostook County, ME
CN2300500000000,23,5,2018,"165,409","160,973","4,436",2.7,Cumberland County, ME
CN2300700000000,23,7,2018,"14,471","13,890",581,4,Franklin County, ME
CN2300900000000,23,9,2018,"29,407","28,291","1,116",3.8,Hancock County, ME
CN2301100000000,23,11,2018,"62,541","60,517","2,024",3.2,Kennebec County, ME
CN2301300000000,23,13,2018,"20,584","19,921",663,3.2,Knox County, ME
CN2301500000000,23,15,2018,"16,988","16,420",568,3.3,Lincoln County, ME
CN2301700000000,23,17,2018,"26,683","25,618","1,065",4,Oxford County, ME
CN2301900000000,23,19,2018,"77,127","74,207","2,920",3.8,Penobscot County, ME
CN2302100000000,23,21,2018,"7,467","7,156",311,4.2,Piscataquis County, ME
CN2302300000000,23,23,2018,"19,440","18,913",527,2.7,Sagadahoc County, ME
CN2302500000000,23,25,2018,"22,888","21,787","1,101",4.8,Somerset County, ME
CN2302700000000,23,27,2018,"21,250","20,501",749,3.5,Waldo County, ME
CN2302900000000,23,29,2018,"13,961","13,274",687,4.9,Washington County, ME
CN2303100000000,23,31,2018,"113,999","110,544","3,455",3,York County, ME
CN2600100000000,26,1,2018,"3,830","3,578",252,6.6,Alcona County, MI
CN2600300000000,26,3,2018,"3,243","2,989",254,7.8,Alger County, MI
CN2600500000000,26,5,2018,"62,239","60,206","2,033",3.3,Allegan County, MI
CN2600700000000,26,7,2018,"13,459","12,775",684,5.1,Alpena County, MI
CN2600900000000,26,9,2018,"10,111","9,543",568,5.6,Antrim County, MI
CN2601100000000,26,11,2018,"5,974","5,549",425,7.1,Arenac County, MI
CN2601300000000,26,13,2018,"3,176","2,982",194,6.1,Baraga County, MI
CN2601500000000,26,15,2018,"31,664","30,585","1,079",3.4,Barry County, MI
CN2601700000000,26,17,2018,"50,352","47,942","2,410",4.8,Bay County, MI
CN2601900000000,26,19,2018,"8,790","8,306",484,5.5,Benzie County, MI
CN2602100000000,26,21,2018,"73,328","70,176","3,152",4.3,Berrien County, MI
CN2602300000000,26,23,2018,"19,641","18,921",720,3.7,Branch County, MI
CN2602500000000,26,25,2018,"62,865","60,219","2,646",4.2,Calhoun County, MI
CN2602700000000,26,27,2018,"24,378","23,386",992,4.1,Cass County, MI
CN2602900000000,26,29,2018,"13,128","12,506",622,4.7,Charlevoix County, MI
CN2603100000000,26,31,2018,"10,682","9,699",983,9.2,Cheboygan County, MI
CN2603300000000,26,33,2018,"16,312","15,231","1,081",6.6,Chippewa County, MI
CN2603500000000,26,35,2018,"11,843","11,122",721,6.1,Clare County, MI
CN2603700000000,26,37,2018,"41,047","39,744","1,303",3.2,Clinton County, MI
CN2603900000000,26,39,2018,"5,512","5,181",331,6,Crawford County, MI
CN2604100000000,26,41,2018,"17,030","16,125",905,5.3,Delta County, MI
CN2604300000000,26,43,2018,"12,449","11,970",479,3.8,Dickinson County, MI
CN2604500000000,26,45,2018,"56,986","55,009","1,977",3.5,Eaton County, MI
CN2604700000000,26,47,2018,"17,604","16,567","1,037",5.9,Emmet County, MI
CN2604900000000,26,49,2018,"181,781","172,887","8,894",4.9,Genesee County, MI
CN2605100000000,26,51,2018,"9,952","9,392",560,5.6,Gladwin County, MI
CN2605300000000,26,53,2018,"6,207","5,890",317,5.1,Gogebic County, MI
CN2605500000000,26,55,2018,"49,157","47,346","1,811",3.7,Grand Traverse County, MI
CN2605700000000,26,57,2018,"17,766","16,934",832,4.7,Gratiot County, MI
CN2605900000000,26,59,2018,"20,738","19,904",834,4,Hillsdale County, MI
CN2606100000000,26,61,2018,"16,179","15,355",824,5.1,Houghton County, MI
CN2606300000000,26,63,2018,"15,826","15,097",729,4.6,Huron County, MI
CN2606500000000,26,65,2018,"150,474","144,991","5,483",3.6,Ingham County, MI
CN2606700000000,26,67,2018,"30,119","29,082","1,037",3.4,Ionia County, MI
CN2606900000000,26,69,2018,"10,076","9,434",642,6.4,Iosco County, MI
CN2607100000000,26,71,2018,"5,147","4,860",287,5.6,Iron County, MI
CN2607300000000,26,73,2018,"34,817","33,454","1,363",3.9,Isabella County, MI
CN2607500000000,26,75,2018,"74,281","71,351","2,930",3.9,Jackson County, MI
CN2607700000000,26,77,2018,"132,886","128,349","4,537",3.4,Kalamazoo County, MI
CN2607900000000,26,79,2018,"7,816","7,358",458,5.9,Kalkaska County, MI
CN2608100000000,26,81,2018,"358,900","348,246","10,654",3,Kent County, MI
CN2608300000000,26,83,2018,882,821,61,6.9,Keweenaw County, MI
CN2608500000000,26,85,2018,"3,666","3,414",252,6.9,Lake County, MI
CN2608700000000,26,87,2018,"41,369","39,232","2,137",5.2,Lapeer County, MI
CN2608900000000,26,89,2018,"10,533","10,088",445,4.2,Leelanau County, MI
CN2609100000000,26,91,2018,"46,956","45,038","1,918",4.1,Lenawee County, MI
CN2609300000000,26,93,2018,"102,785","99,402","3,383",3.3,Livingston County, MI
CN2609500000000,26,95,2018,"2,417","2,267",150,6.2,Luce County, MI
CN2609700000000,26,97,2018,"5,129","4,634",495,9.7,Mackinac County, MI
CN2609900000000,26,99,2018,"445,483","427,445","18,038",4,Macomb County, MI
CN2610100000000,26,101,2018,"10,454","9,854",600,5.7,Manistee County, MI
CN2610300000000,26,103,2018,"32,422","30,839","1,583",4.9,Marquette County, MI
CN2610500000000,26,105,2018,"13,835","13,159",676,4.9,Mason County, MI
CN2610700000000,26,107,2018,"18,562","17,642",920,5,Mecosta County, MI
CN2610900000000,26,109,2018,"11,019","10,573",446,4,Menominee County, MI
CN2611100000000,26,111,2018,"40,611","38,993","1,618",4,Midland County, MI
CN2611300000000,26,113,2018,"7,067","6,712",355,5,Missaukee County, MI
CN2611500000000,26,115,2018,"75,765","72,596","3,169",4.2,Monroe County, MI
CN2611700000000,26,117,2018,"28,474","27,270","1,204",4.2,Montcalm County, MI
CN2611900000000,26,119,2018,"3,037","2,775",262,8.6,Montmorency County, MI
CN2612100000000,26,121,2018,"78,196","74,639","3,557",4.5,Muskegon County, MI
CN2612300000000,26,123,2018,"23,333","22,321","1,012",4.3,Newaygo County, MI
CN2612500000000,26,125,2018,"670,739","648,277","22,462",3.3,Oakland County, MI
CN2612700000000,26,127,2018,"12,456","11,696",760,6.1,Oceana County, MI
CN2612900000000,26,129,2018,"8,137","7,567",570,7,Ogemaw County, MI
CN2613100000000,26,131,2018,"2,110","1,945",165,7.8,Ontonagon County, MI
CN2613300000000,26,133,2018,"10,884","10,401",483,4.4,Osceola County, MI
CN2613500000000,26,135,2018,"2,976","2,785",191,6.4,Oscoda County, MI
CN2613700000000,26,137,2018,"11,584","10,978",606,5.2,Otsego County, MI
CN2613900000000,26,139,2018,"160,101","155,593","4,508",2.8,Ottawa County, MI
CN2614100000000,26,141,2018,"5,114","4,707",407,8,Presque Isle County, MI
CN2614300000000,26,143,2018,"7,814","7,206",608,7.8,Roscommon County, MI
CN2614500000000,26,145,2018,"86,849","82,697","4,152",4.8,Saginaw County, MI
CN2614700000000,26,147,2018,"75,778","72,183","3,595",4.7,St. Clair County, MI
CN2614900000000,26,149,2018,"28,268","27,213","1,055",3.7,St. Joseph County, MI
CN2615100000000,26,151,2018,"19,579","18,575","1,004",5.1,Sanilac County, MI
CN2615300000000,26,153,2018,"3,387","3,145",242,7.1,Schoolcraft County, MI
CN2615500000000,26,155,2018,"33,151","31,719","1,432",4.3,Shiawassee County, MI
CN2615700000000,26,157,2018,"23,860","22,556","1,304",5.5,Tuscola County, MI
CN2615900000000,26,159,2018,"35,681","33,955","1,726",4.8,Van Buren County, MI
CN2616100000000,26,161,2018,"194,621","188,693","5,928",3,Washtenaw County, MI
CN2616300000000,26,163,2018,"794,466","752,926","41,540",5.2,Wayne County, MI
CN2616500000000,26,165,2018,"14,766","14,078",688,4.7,Wexford County, MI
CN2700100000000,27,1,2018,"7,162","6,760",402,5.6,Aitkin County, MN
CN2700300000000,27,3,2018,"196,586","191,154","5,432",2.8,Anoka County, MN
CN2700500000000,27,5,2018,"18,591","17,930",661,3.6,Becker County, MN
CN2700700000000,27,7,2018,"24,088","23,100",988,4.1,Beltrami County, MN
CN2700900000000,27,9,2018,"21,666","20,909",757,3.5,Benton County, MN
CN2701100000000,27,11,2018,"2,517","2,421",96,3.8,Big Stone County, MN
CN2701300000000,27,13,2018,"40,277","39,266","1,011",2.5,Blue Earth County, MN
CN2701500000000,27,15,2018,"14,535","14,047",488,3.4,Brown County, MN
CN2701700000000,27,17,2018,"17,655","16,926",729,4.1,Carlton County, MN
CN2701900000000,27,19,2018,"57,859","56,437","1,422",2.5,Carver County, MN
CN2702100000000,27,21,2018,"14,333","13,602",731,5.1,Cass County, MN
CN2702300000000,27,23,2018,"6,887","6,667",220,3.2,Chippewa County, MN
CN2702500000000,27,25,2018,"29,662","28,665",997,3.4,Chisago County, MN
CN2702700000000,27,27,2018,"35,791","34,766","1,025",2.9,Clay County, MN
CN2702900000000,27,29,2018,"4,475","4,111",364,8.1,Clearwater County, MN
CN2703100000000,27,31,2018,"3,029","2,924",105,3.5,Cook County, MN
CN2703300000000,27,33,2018,"5,826","5,619",207,3.6,Cottonwood County, MN
CN2703500000000,27,35,2018,"32,232","30,968","1,264",3.9,Crow Wing County, MN
CN2703700000000,27,37,2018,"239,835","233,744","6,091",2.5,Dakota County, MN
CN2703900000000,27,39,2018,"11,834","11,482",352,3,Dodge County, MN
CN2704100000000,27,41,2018,"20,604","20,023",581,2.8,Douglas County, MN
CN2704300000000,27,43,2018,"7,006","6,763",243,3.5,Faribault County, MN
CN2704500000000,27,45,2018,"11,534","11,177",357,3.1,Fillmore County, MN
